id,title,year,concepts,primary_topic
W2167667767,A flexible new technique for camera calibration,2000,'amplifier';'bandwidth (computing)';'calibration';'camera auto-calibration';'camera resectioning';'computer graphics (images)';'computer network';'computer science';'computer vision';'distortion (music)';'lens (geology)';'mathematics';'nonlinear system';'optics';'physics';'planar';'quantum mechanics'];'single camera';'statistics';['artificial intelligence',Computer Science|Mathematics|Physics
W2089402107,Dynamic capabilities: what are they?,2000,'artificial intelligence';'business';'combinatorics';'competitive advantage';'computer network'];'computer science';'dynamic decision-making';'dynamic pricing';'economics';'homogeneous';'industrial organization';'leverage (statistics)';'management';'mathematics';'microeconomics';'path dependence';'programming language';'resource (disambiguation)';'resource-based view';'set (abstract data type)';['dynamic capabilities',Computer Science|Mathematics|Sociology
W2162800060,"PhysioBank, PhysioToolkit, and PhysioNet",2000,'artificial intelligence';'cardiology';'computer network';'computer science';'data science';'interdependence';'law'];'medicine';'open data';'political science';'programming language';'resource (disambiguation)';'sleep apnea';'variety (cybernetics)';'world wide web';['software',Computer Science
W2001141328,A Global Geometric Framework for Nonlinear Dimensionality Reduction,2000,'artificial intelligence';'computer science';'curse of dimensionality';'degrees of freedom (physics and chemistry)';'diffusion map';'economics';'geometry'];'handwriting';'isomap';'machine learning';'mathematics';'metric (unit)';'multidimensional scaling';'nonlinear dimensionality reduction';'nonlinear system';'operations management';'pattern recognition (psychology)';'physics';'principal component analysis';'programming language';'quantum mechanics';'reduction (mathematics)';'set (abstract data type)';['dimensionality reduction',Computer Science|Mathematics|Physics
W2033585778,Trim and Fill: A Simple Funnel‐Plot–Based Method of Testing and Adjusting for Publication Bias in Meta‐Analysis,2000,'computer science';'confidence interval';'covariate';'econometrics';'epistemology';'funnel plot';'internal medicine';'mathematics';'medicine';'meta-analysis';'missing data';'nonparametric statistics';'operating system';'philosophy'];'point estimation';'sample size determination';'simple (philosophy)';'statistical hypothesis testing';'statistics';'trim';['publication bias',Computer Science|Mathematics
W2038721957,WordNet: An Electronic Lexical Database,2000,'artificial intelligence';'computer science';'database';'information retrieval';'lexical item';'linguistics';'natural language processing';'philosophy'];'wordnet';['lexical database',Computer Science
W103650626,Practical Nonparametric Statistics,2000,'binomial (polynomial)';'binomial distribution';'computer science';'econometrics';'index (typography)';'mathematical statistics';'mathematics';'negative binomial distribution';'nonparametric statistics';'poisson distribution';'statistical hypothesis testing';'statistical inference';'statistical theory';'statistics';'world wide web'];['contingency table',Computer Science|Mathematics
W2116006659,The Promise of Entrepreneurship as a Field of Research,2000,'computer science';'conceptual framework';'conceptual model';'empirical research';'engineering ethics';'engineering';'epistemology';'field (mathematics)';'knowledge management';'law';'management science';'mathematics';'phenomenon';'philosophy';'political science';'programming language';'pure mathematics'];'set (abstract data type)';'social science';'sociology';['entrepreneurship',Computer Science|Mathematics
W1963957860,Selection of Conserved Blocks from Multiple Alignments for Their Use in Phylogenetic Analysis,2000,'alignment-free sequence analysis';'artificial intelligence';'biology';'computational biology';'computer science';'conserved sequence';'evolutionary biology';'gene';'genetics';'genome';'multiple sequence alignment';'pairwise comparison';'peptide sequence';'phylogenetic network';'phylogenetics';'programming language'];'selection (genetic algorithm)';'sequence alignment';'set (abstract data type)';['phylogenetic tree',Computer Science|Genetics|Biology
W2157917411,The Sloan Digital Sky Survey: Technical Summary,2000,'active galactic nucleus';'astronomy';'astrophysics';'computer science';'documentation';'galaxy';'geography';'physics';'programming language'];'quasar';'remote sensing';['sky',Computer Science|Physics
W1996423252,EMBOSS: The European Molecular Biology Open Software Suite,2000,'archaeology';'bioinformatics';'cartography';'computational biology';'computer science';'data science';'genetics';'geography';'history'];'operating system';'scale (ratio)';'sequence (biology)';'software development';'software suite';'software';'suite';['biology',Computer Science|Genetics|Biology
W2031430816,Improved tangent estimate in the nudged elastic band method for finding minimum energy paths and saddle points,2000,'computer science';'elastic energy';'energy (signal processing)';'geometry';'mathematical analysis';'mathematical optimization';'mathematics';'path (computing)';'perpendicular';'physics';'programming language'];'quantum mechanics';'saddle';'surface (topology)';'tangent space';'tangent';'trajectory';['saddle point',Computer Science|Mathematics|Physics
W2123649031,Independent component analysis: algorithms and applications,2000,'algorithm';'artificial intelligence';'biochemistry';'blind signal separation';'channel (broadcasting)';'chemistry';'component (thermodynamics)';'component analysis';'computer network';'computer science';'gaussian';'gene';'law'];'pattern recognition (psychology)';'physics';'political science';'politics';'principal component analysis';'projection (relational algebra)';'projection pursuit';'quantum mechanics';'representation (politics)';'thermodynamics';'transformation (genetics)';['independent component analysis',Computer Science|Physics
W2111271983,The random walk's guide to anomalous diffusion: a fractional dynamics approach,2000,'advection';'classical mechanics';'computer science'];'continuous-time random walk';'differential equation';'diffusion';'exponential function';'fokker–planck equation';'fractional calculus';'innovation diffusion';'knowledge management';'master equation';'mathematical analysis';'mathematics';'physics';'psychology';'quantum mechanics';'quantum';'random walk';'relaxation (psychology)';'social psychology';'statistical physics';'statistics';['anomalous diffusion',Computer Science|Mathematics|Physics
W2144852094,Compendium of Physical Activities: an update of activity codes and MET intensities,2000,'archaeology';'body weight';'coding (social sciences)';'combinatorics';'comparability';'computer science';'endocrinology';'energy expenditure';'geography';'internal medicine'];'kilogram';'mathematics';'medicine';'metabolic equivalent';'physical activity';'physical therapy';'statistics';['compendium',Computer Science|Mathematics
W2137775453,The capacity of wireless networks,2000,'channel (broadcasting)';'combinatorics';'computer network';'computer science';'geometry'];'mathematical analysis';'mathematics';'physics';'product (mathematics)';'quantum mechanics';'telecommunications';'throughput';'topology (electrical circuits)';'transmission (telecommunications)';'upper and lower bounds';'wireless network';'wireless';['node (physics)',Computer Science|Mathematics|Physics
W1978956894,Constrained model predictive control: Stability and optimality,2000,'artificial intelligence';'biology';'computer science';'control (management)';'control theory (sociology)';'genetics'];'geometry';'horizon';'machine learning';'mathematical optimization';'mathematics';'nonlinear system';'optimal control';'physics';'quantum mechanics';'sequence (biology)';'stability (learning theory)';'time horizon';['model predictive control',Computer Science|Genetics|Biology|Mathematics|Physics
W2105831729,Network information flow,2000,'coding (social sciences)';'computer network';'computer science';'epistemology'];'flow network';'information flow';'intuition';'linear network coding';'linguistics';'mathematical optimization';'mathematics';'network packet';'philosophy';'point-to-point';'statistics';'theoretical computer science';['multicast',Computer Science|Mathematics
W1983150389,New Environmental Theories: Toward a Coherent Theory of Environmentally Significant Behavior,2000,'computer science';'conceptual framework';'engineering';'law';'machine learning'];'management science';'norm (philosophy)';'political science';'politics';'psychology';'social psychology';'social science';'sociology';'value (mathematics)';['environmentalism',Computer Science
W2038669746,A Comparison of Three Methods for Selecting Values of Input Variables in the Analysis of Output from a Computer Code,2000,'accounting';'algorithm';'business';'code (set theory)';'computer science';'computer vision';'demography'];'epistemology';'estimator';'filter (signal processing)';'importance sampling';'mathematics';'monte carlo method';'philosophy';'population';'programming language';'sampling (signal processing)';'sampling design';'set (abstract data type)';'simple (philosophy)';'sociology';'statistics';'variance (accounting)';['simple random sample',Computer Science|Mathematics|Sociology
W2147111138,"Increasing Returns, Path Dependence, and the Study of Politics",2000,'action (physics)';'computer science';'economic growth';'economics';'epistemology';'historical institutionalism';'law';'mathematical economics';'neoclassical economics';'operating system';'path (computing)';'path dependent';'philosophy';'physics';'political science';'politics';'positive economics';'process (computing)';'programming language';'quantum mechanics'];'scholarship';'sociology';['path dependence',Computer Science|Physics
W2120160157,Predictive habitat distribution models in ecology,2000,'artificial intelligence';'biology';'computer science';'ecological niche';'ecology';'generality';'generalized additive model';'generalized linear model';'habitat';'machine learning';'model selection';'niche';'ordination';'probabilistic logic';'psychology'];'psychotherapist';'resampling';'selection (genetic algorithm)';'statistical model';['environmental niche modelling',Computer Science|Biology
W2101963262,GPSR,2000,'computer science';'distributed computing';'dynamic source routing';'geographic routing';'link-state routing protocol';'network packet'];'packet forwarding';'routing protocol';'routing table';'source routing';'stateless protocol';'wireless routing protocol';['computer network',Computer Science
W2144362290,T-coffee: a novel method for fast and accurate multiple sequence alignment 1 1Edited by J. Thornton,2000,'algorithm';'alignment-free sequence analysis';'artificial intelligence';'biochemistry';'biology';'computer science';'data mining';'data set';'gene';'genetics';'mathematical analysis';'mathematics';'operating system';'peptide sequence'];'phylogenetic tree';'process (computing)';'programming language';'sequence (biology)';'sequence alignment';'set (abstract data type)';'structural alignment';'superposition principle';'test set';['multiple sequence alignment',Computer Science|Genetics|Biology|Mathematics
W2024046085,Additive logistic regression: a statistical view of boosting (With discussion and a rejoinder by the authors),2000,"""bernoulli's principle"";'aerospace engineering';'artificial intelligence';'computer science';'decision tree';'econometrics';'engineering'];'gradient boosting';'logistic regression';'machine learning';'mathematics';'multinomial distribution';'multinomial logistic regression';'random forest';['boosting (machine learning)'",Computer Science|Mathematics
W1650797637,Surfing the p53 network,2000,'apoptosis';'biology';'computational biology';'computer science';'gene';'genetics';'node (physics)';'p53 protein';'physics';'programmed cell death';'quantum mechanics'];'the internet';'world wide web';['suppressor',Computer Science|Genetics|Biology|Physics
W2150597302,Mechanisms of Maintenance of Species Diversity,2000,'anthropology'];'biology';'coexistence theory';'computer network';'computer science';'demography';'density dependence';'diversity (politics)';'ecology';'interspecific competition';'machine learning';'population';'resource (disambiguation)';'sociology';'stability (learning theory)';['intraspecific competition',Computer Science|Biology
W2064853889,Mining frequent patterns without candidate generation,2000,'apriori algorithm';'association rule learning';'data mining';'data structure';'database transaction';'database';'gsp algorithm';'mathematical analysis';'mathematics';'programming language'];'scalability';'set (abstract data type)';'tree (set theory)';'trie';['computer science',Computer Science|Mathematics
W2070808447,Subjective well-being: The science of happiness and a proposal for a national index.,2000,'cognition';'computer science';'developmental psychology';'experience sampling method';'feeling';'index (typography)';'life satisfaction';'neuroscience';'personality';'psychology';'psychotherapist';'social psychology';'subjective well-being';'temperament';'well-being';'world wide web'];['happiness',Computer Science
W2036063909,"Assessing the effects of quality, value, and customer satisfaction on consumer behavioral intentions in service environments",2000,'business';'computer science';'consumer behaviour';'consumer satisfaction';'customer satisfaction';'empirical research';'epistemology'];'machine learning';'marketing';'mathematics';'philosophy';'psychology';'quality (philosophy)';'service (business)';'services marketing';'statistics';'value (mathematics)';['service quality',Computer Science|Mathematics|Sociology
W1608836379,Structural Equation Modeling and Regression: Guidelines for Research Practice,2000,'algorithm';'artificial intelligence';'computer science';'contrast (vision)';'covariance';'econometrics';'engineering';'heuristics';'linear regression';'machine learning';'management science';'mathematics';'operating system'];'partial least squares regression';'regression analysis';'regression';'rule of thumb';'statistics';['structural equation modeling',Computer Science|Mathematics
W2166982098,"Determinants of Perceived Ease of Use: Integrating Control, Intrinsic Motivation, and Emotion into the Technology Acceptance Model",2000,'accounting';'applied psychology';'artificial intelligence';'business'];'computer science';'control (management)';'engineering';'explained variation';'external variable';'human–computer interaction';'knowledge management';'machine learning';'mechanical engineering';'neuroscience';'perception';'programming language';'psychology';'social psychology';'technology acceptance model';'variance (accounting)';'work (physics)';['usability',Computer Science|Sociology
W2110208125,Measuring the thickness of the human cerebral cortex from magnetic resonance images,2000,'artificial intelligence';'atrophy';'biomedical engineering';'cerebral cortex';'computer science';'human brain';'magnetic resonance imaging';'mathematics';'medicine';'neuroimaging';'neuroscience';'pathology';'pattern recognition (psychology)';'physics';'power (physics)'];'psychology';'quantum mechanics';'radiology';'reliability (semiconductor)';'standard deviation';'statistics';['cortex (anatomy)',Computer Science|Mathematics|Physics
W1550443206,Analysis of Incomplete Multivariate Data,2000,'artificial intelligence';'categorical variable';'computer science';'econometrics';'index (typography)';'inference';'linear model';'log-linear model';'mathematics';'multivariate analysis';'statistics';'world wide web'];['multivariate statistics',Computer Science|Mathematics
W1603746823,Research Methods for Business Students,2000,'computer science'];['business',Computer Science|Sociology
W1985093013,Monte Carlo Statistical Methods,2000,'computer science';'econometrics';'mathematics';'physics'];'statistical physics';'statistics';['monte carlo method',Computer Science|Mathematics|Physics
W2125899728,Comparison of Multiobjective Evolutionary Algorithms: Empirical Results,2000,'algorithm'];'computer science';'evolutionary computation';'mathematical optimization';'mathematics';'multi-objective optimization';['evolutionary algorithm',Computer Science|Mathematics
W2135029798,Algorithms for Non-negative Matrix Factorization,2000,'algorithm';'applied mathematics';'artificial intelligence';'artificial neural network';'composite material';'computer science';'convergence (economics)';'divergence (linguistics)';'economic growth';'economics';'eigenvalues and eigenvectors';'gradient descent';'incomplete cholesky factorization';'linguistics';'materials science';'mathematical analysis';'mathematical optimization';'mathematics';'matrix (chemical analysis)';'matrix decomposition';'maximization';'monotonic function';'multiplicative function';'philosophy';'physics';'positive-definite matrix';'quantum mechanics'];['non-negative matrix factorization',Computer Science|Mathematics|Physics
W2055666215,A Greedy Algorithm for Aligning DNA Sequences,2000,'algorithm';'biology';'computer science';'dynamic programming';'expressed sequence tag';'gene'];'genetics';'genome';'unigene';['greedy algorithm',Computer Science|Genetics|Biology
W2148251644,Directed diffusion,2000,'algorithm';'computation';'computer network';'diffusion';'distributed computing';'epistemology';'philosophy'];'physics';'simple (philosophy)';'thermodynamics';'wireless sensor network';['computer science',Computer Science|Physics
W2121005211,Economics and Identity*,2000,'acoustics'];'affect (linguistics)';'biology';'communication';'computer science';'construct (python library)';'economic growth';'economics';'evolutionary biology';'function (biology)';'identity formation';'physics';'positive economics';'poverty';'programming language';'psychology';'self-concept';'social group';'social identity approach';'social identity theory';'social psychology';'sociology';['identity (music)',Computer Science|Biology|Physics
W1517555081,"WinBUGS - A Bayesian modelling framework: Concepts, structure, and extensibility",2000,'artificial intelligence';'bubble';'extensibility';'extension (predicate logic)';'feature (linguistics)';'graphical user interface';'interface (matter)';'law';'linguistics';'maximum bubble pressure method';'modular design';'object (grammar)';'parallel computing';'philosophy';'political science'];'politics';'programming language';'representation (politics)';'software';'source code';['computer science',Computer Science
W1987179471,New Trends in Measuring Environmental Attitudes: Measuring Endorsement of the New Ecological Paradigm: A Revised NEP Scale,2000,'biology';'cartography';'computer science';'ecology';'geography';'linguistics';'philosophy';'programming language'];'psychology';'scale (ratio)';'set (abstract data type)';['terminology',Computer Science|Biology
W2009187570,Marginal Structural Models and Causal Inference in Epidemiology,2000,'artificial intelligence';'bayesian probability';'causal inference';'causal model';'class (philosophy)';'computer science';'confounding';'econometrics';'estimator';'inference';'inverse probability';'marginal model';'mathematics';'observational study';'posterior probability'];'regression analysis';'statistics';['marginal structural model',Computer Science|Mathematics
W2163284576,Sorting Things Out: Classification and Its Consequences,2000,'artificial intelligence';'biology';'botany';'computer science';'construct (python library)';'identification (biology)';'law';'political science';'politics';'programming language'];'sociology';'variety (cybernetics)';['invisibility',Computer Science|Biology
W3121297842,The separation of ownership and control in East Asian Corporations,2000,'accounting';'business';'cash flow';'china';'computer science';'control (management)';'corporate governance';'east asia';'economics';'finance';'foreign direct investment';'foreign ownership';'law';'machine learning';'macroeconomics'];'management';'monetary economics';'political science';'politics';'separation (statistics)';'voting';['shareholder',Computer Science|Sociology
W1577231857,Architectural styles and the design of network-based software architectures,2000,'archaeology'];'architectural design';'architecture';'geography';'programming language';'software engineering';'software';['computer science',Computer Science
W2136848157,Learning to Forget: Continual Prediction with LSTM,2000,'a priori and a posteriori';'algorithm';'artificial intelligence';'artificial neural network';'computer science';'economics';'epistemology'];'financial economics';'geodesy';'geography';'machine learning';'philosophy';'recurrent neural network';'reset (finance)';'state (computer science)';['benchmark (surveying)',Computer Science
W2144182447,LOF,2000,'acoustics';'anomaly detection';'arithmetic';'artificial intelligence';'binary number';'computer science';'data mining';'degree (music)';'epistemology';'local outlier factor';'mathematics';'object (grammar)';'philosophy';'physics'];'property (philosophy)';'theoretical computer science';['outlier',Computer Science|Mathematics|Physics
W1988837728,Finite-Time Stability of Continuous Autonomous Systems,2000,'applied mathematics';'artificial intelligence';'chaotic';'computer science';'control (management)';'control theory (sociology)';'converse';'geometry';'lipschitz continuity';'lyapunov equation';'lyapunov exponent';'lyapunov function';'lyapunov redesign';'machine learning';'mathematical analysis';'nonlinear system';'physics'];'quantum mechanics';'stability (learning theory)';['mathematics',Computer Science|Mathematics|Physics
W2107277218,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2−ΔΔCT Method,2001,'astronomy'];'biological system';'biology';'chemistry';'chromatography';'computational biology';'computer science';'delta';'gene';'genetics';'molecular biology';'physics';'quantitative analysis (chemistry)';'sample (material)';['real-time polymerase chain reaction',Computer Science|Genetics|Biology|Physics
W2911964244,Random Forests,2001,'adaboost';'artificial intelligence';'artificial neural network';'combinatorics';'computer science';'data mining';'generalization error';'generalization';'mathematical analysis'];'mathematics';'measure (data warehouse)';'pattern recognition (psychology)';'statistics';'support vector machine';'tree (set theory)';['random forest',Computer Science|Mathematics
W1678356000,Greedy function approximation: A gradient boosting machine.,2001,'applied mathematics';'artificial intelligence';'artificial neural network';'boosting (machine learning)';'computer science';'gradient boosting';'gradient descent';'logistic regression';'mathematical optimization';'minification';'random forest'];'regression';'statistics';['mathematics',Computer Science|Mathematics
W2168909179,Initial sequencing and analysis of the human genome,2001,'biology';'computational biology';'computer science';'data science';'dna sequencing';'evolutionary biology';'gene'];'genetics';'genome';'sequence (biology)';'whole genome sequencing';['human genome',Computer Science|Genetics|Biology
W2161444534,MRBAYES: Bayesian inference of phylogenetic trees,2001,'artificial intelligence';'bayesian probability';'biology';'chemistry';'chromatography'];'computer science';'executable';'gene';'genetics';'inference';'phylogenetic tree';'programming language';'sample (material)';'software';'source code';['markov chain monte carlo',Computer Science|Genetics|Biology
W2101105183,BLEU,2001,'artificial intelligence';'biochemistry';'bleu';'chemistry';'gene';'human–machine system';'machine learning';'machine translation';'messenger rna'];'natural language processing';'translation (biology)';['computer science',Computer Science
W1949231392,Issues and challenges facing rechargeable lithium batteries,2001,'computer science';'electrical engineering';'electronics';'endocrinology'];'energy density';'energy storage';'engineering physics';'engineering';'lithium (medication)';'materials science';'medicine';'nanotechnology';'physics';'power (physics)';'quantum mechanics';'systems engineering';['battery (electricity)',Computer Science|Physics
W2764347725,Quantum computation and quantum information,2001,'computation';'computer science';'physics';'programming language';'quantum information';'quantum mechanics'];'quantum';'theoretical computer science';['quantum computer',Computer Science|Physics
W1966910378,Bounds testing approaches to the analysis of level relationships,2001,'applied mathematics';'asymptotic analysis';'computer science';'database'];'econometrics';'mathematical analysis';'mathematical economics';'multivariate statistics';'null (sql)';'null hypothesis';'programming language';'set (abstract data type)';'statistical hypothesis testing';'statistics';'univariate';'variable (mathematics)';['mathematics',Computer Science|Mathematics
W2183707334,PAST: PALEONTOLOGICAL STATISTICAL SOFTWARE PACKAGE FOR EDUCATION AND DATA ANALYSIS,2001,'aerospace engineering';'biology';'computational science';'computational statistics';'computer science';'data file';'data mining';'data type';'engineering';'epistemology'];'machine learning';'mathematics';'multivariate statistics';'paleontology';'philosophy';'programming language';'r package';'range (aeronautics)';'simple (philosophy)';'software package';'software';'statistical analysis';'statistics';['univariate',Computer Science|Biology|Mathematics
W2161163382,A new method for non‐parametric multivariate analysis of variance,2001,'accounting'];'acoustics';'analysis of variance';'business';'computer science';'econometrics';'flexibility (engineering)';'mathematics';'multivariate analysis of variance';'multivariate analysis';'nonparametric statistics';'parametric statistics';'permutation (music)';'physics';'statistic';'statistics';'univariate';'variance (accounting)';['multivariate statistics',Computer Science|Mathematics|Physics|Sociology
W2147880316,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data,2001,'artificial intelligence';'computer science';'conditional entropy';'conditional independence';'conditional probability';'discriminative model';'graphical model';'hidden markov model';'image segmentation'];'machine learning';'markov chain';'markov model';'markov random field';'mathematics';'maximum-entropy markov model';'principle of maximum entropy';'probabilistic logic';'random field';'segmentation';'statistics';'variable-order markov model';['conditional random field',Computer Science|Mathematics
W2152770371,Predicting transmembrane protein topology with a hidden markov model: application to complete genomes11Edited by F. Cohen,2001,'artificial intelligence';'biological system';'biology';'caenorhabditis elegans';'combinatorics';'computational biology';'computer science';'encode';'gene';'genetics';'genome';'hidden markov model';'integral membrane protein';'machine learning';'markov chain';'mathematics';'membrane protein';'membrane';'network topology';'operating system'];'receptor';'topology (electrical circuits)';'transmembrane domain';'transmembrane protein';['membrane topology',Computer Science|Genetics|Biology|Mathematics
W1969200114,Spintronics: A Spin-Based Electronics Vision for the Future,2001,'computer science';'condensed matter physics';'electrical engineering';'electron';'electronics';'engineering physics';'engineering';'ferromagnetism'];'materials science';'mechanical engineering';'nanotechnology';'physics';'quantum mechanics';'semiconductor';'spin (aerodynamics)';'spin engineering';'spin hall effect';'spin polarization';'spin pumping';'spin transistor';'spinplasmonics';'spins';['spintronics',Computer Science|Physics
W2024641550,Book: Crossing the Quality Chasm: A New Health System for the 21st Century,2001,'computer science';'library science';'operating system'];['img',Computer Science
W1596515083,The control of the false discovery rate in multiple testing under dependency,2001,'artificial intelligence';'biochemistry';'chemistry';'computer science';'dependency (uml)';'epistemology'];'gene';'mathematics';'multiple comparisons problem';'multivariate statistics';'null hypothesis';'philosophy';'simple (philosophy)';'statistical hypothesis testing';'statistics';'type i and type ii errors';['false discovery rate',Computer Science|Mathematics
W2047805825,To Err is Human: Building a Safer Health System,2001,'computer science'];'computer security';'medicine';['safer',Computer Science
W2116040950,Active contours without edges,2001,'algorithm';'artificial intelligence';'balanced flow';'boundary (topology)';'combinatorics'];'computer science';'computer vision';'curvature';'energy functional';'geometry';'image (mathematics)';'image segmentation';'level set (data structures)';'level set method';'mathematical analysis';'mathematics';'partition (number theory)';'segmentation';['active contour model',Computer Science|Mathematics
W2098118776,"<i>Review</i> : Knowledge Management and Knowledge Management Systems: Conceptual Foundations And Research Issues1,2",2001,'business';'computer science';'engineering'];'management science';'organizational learning';'personal knowledge management';'process management';['knowledge management',Computer Science|Sociology
W2158049821,Chord,2001,'computer network';'computer science';'database';'distributed computing';'distributed hash table';'engineering';'key (lock)';'node (physics)';'operating system';'pastry';'peer-to-peer';'scalability';'structural engineering'];'theoretical computer science';['chord (peer-to-peer)',Computer Science
W2073503722,PLS-regression: a basic tool of chemometrics,2001,'computer science';'machine learning'];'mathematics';'partial least squares regression';'regression analysis';'regression';'statistics';['chemometrics',Computer Science|Mathematics
W2132216432,"<i>EXPGUI</i>, a graphical user interface for<i>GSAS</i>",2001,'bubble'];'composite material';'computer graphics (images)';'computer science';'graphical user interface testing';'graphical user interface';'interface (matter)';'materials science';'maximum bubble pressure method';'operating system';'programming language';'shell (structure)';'user interface design';'user interface';['scripting language',Computer Science
W2074682976,Variable Selection via Nonconcave Penalized Likelihood and its Oracle Properties,2001,'computer science';'econometrics';'estimator';'machine learning';'mathematical optimization';'mathematics';'model selection';'nonparametric statistics';'oracle';'penalty method';'software engineering'];'statistics';['feature selection',Computer Science|Mathematics
W2042281163,Item-based collaborative filtering recommendation algorithms,2001,'center (category theory)';'chemistry';'citation';'computer science and engineering';'computer science';'crystallography';'library science';'medicine';'pathology'];'software engineering';['research center',Computer Science
W4239696231,The Semantic Web,2001,'information retrieval'];'semantic web';'world wide web';['computer science',Computer Science
W1985479415,Summarizing multiple aspects of model performance in a single diagram,2001,'computer science';'geometry';'limit (mathematics)';'mathematical analysis';'mathematics';'physics'];'scatter plot';'square root';'statistical physics';'statistics';['diagram',Computer Science|Mathematics|Physics
W4213367093,Conceptualizing Stigma,2001,'affect (linguistics)';'communication';'computer science';'construct (python library)';'programming language'];'psychiatry';'psychology';'social psychology';['stigma (botany)',Computer Science
W3124166904,The Colonial Origins of Comparative Development: An Empirical Investigation,2001,'archaeology'];'colonialism';'colonization';'computer science';'computer security';'demographic economics';'demography';'development economics';'economics';'exploit';'geography';'mortality rate';'per capita income';'population';'sociology';['per capita',Computer Science
W2165874743,On Spectral Clustering: Analysis and an algorithm,2001,'algorithm';'artificial intelligence';'computer science';'correlation clustering';'cure data clustering algorithm';'data mining';'eigenvalues and eigenvectors';'matlab';'operating system';'physics';'quantum mechanics'];'spectral clustering';'theoretical computer science';['cluster analysis',Computer Science|Physics
W2110506823,Understanding Information Systems Continuance: An Expectation-Confirmation Model1,2001,'business';'computer science';'data science';'electrical engineering'];'engineering';'information system';'knowledge management';'psychology';'social psychology';['continuance',Computer Science|Sociology
W2122732537,dbSNP: the NCBI database of genetic variation,2001,'biology';'computer science';'database';'file transfer protocol';'genbank';'gene';'genetics';'genome';'genotype'];'human genome';'refseq';'single-nucleotide polymorphism';'the internet';'world wide web';['dbsnp',Computer Science|Genetics|Biology
