cited,cites
W2963857746,W1536680647
W2963857746,W1836465849
W2963857746,W1901129140
W2963857746,W1903029394
W2963857746,W2109255472
W2963857746,W2194775991
W2963857746,W2302255633
W2963857746,W2340897893
W2963857746,W2549139847
W2963857746,W2560023338
W2963857746,W2565639579
W2963857746,W2601564443
W2963857746,W2613718673
W2963857746,W2752782242
W2963857746,W2963150697
W2963857746,W2963351448
W2963857746,W2963420686
W2963857746,W2963446712
W2963857746,W2964350391
W2963857746,W3106250896
W2963857746,W639708223
W2793435880,W2503161491
W2952167528,W2950354111
W2417483443,W1533942137
W2417483443,W2060427373
W2417483443,W2417483443
W2559085405,W1936750108
W2559085405,W2194775991
W2559085405,W2307770531
W2559085405,W3106250896
W2762367303,W2124192278
W2762367303,W2279780730
W2762367303,W2324464036
W2762367303,W2503161491
W2953106684,W1903029394
W2803072880,W2104549677
W2803072880,W2113699335
W2803072880,W2195783463
W2803072880,W2324862792
W2803072880,W2613603864
W2577537660,W2577537660
W3034999214,W2606974598
W3034999214,W2899663614
W3034999214,W2949615363
W3034999214,W2962739339
W3034999214,W2963341956
W3034999214,W2963403868
W3034999214,W2963748441
W3034999214,W2965373594
W3034999214,W2970597249
W3034999214,W2996428491
W3034999214,W4288089799
W3034999214,W4385245566
W3107527779,W1989277387
W3107527779,W2110256992
W3107527779,W2896002881
W3107527779,W2898402099
W3107527779,W2911489562
W3107527779,W2950595506
W3107527779,W3136918052
W2786672974,W2750384547
W2786672974,W2902652978
W2768348081,W3102476541
W2557738935,W2117539524
W2557738935,W2919115771
W2173520492,W2099471712
W2173520492,W2949117887
W3014067025,W3003217347
W3014067025,W3004280078
W3014067025,W3004318991
W3014067025,W3004348779
W3014067025,W3007643904
W3014067025,W3008394341
W3014067025,W3009335299
W3014067025,W3009912996
W2800392236,W1973094248
W2800392236,W2069089843
W2800392236,W2102212449
W2800392236,W2747877289
W2800392236,W2919115771
W2800392236,W2951506174
W2796347433,W2949650786
W2796347433,W2953106684
W2979826702,W2896457183
W2979826702,W2962739339
W2979826702,W2965373594
W2979826702,W2970597249
W2979826702,W2978017171
W2979826702,W2996428491
W2979826702,W3034999214
W2979826702,W4288089799
W2979826702,W4385245566
W2963372104,W1901129140
W2963372104,W1930824406
W2963372104,W2194775991
W2963372104,W2214802144
W2963372104,W2242218935
W2963372104,W2274287116
W2963372104,W2476548250
W2963372104,W2503339013
W2963372104,W2963470893
W2963372104,W2964350391
W3005680577,W2097117768
W3005680577,W2099471712
W3005680577,W2117539524
W3005680577,W2194775991
W3005680577,W2798991696
W3005680577,W2842511635
W3005680577,W2949117887
W3005680577,W3099206234
W2984472267,W2146512944
W2984472267,W2345356016
W2984472267,W2766437506
W2984472267,W2786672974
W2984472267,W2794480084
W2984472267,W2794521141
W2984472267,W2889326414
W2984472267,W2902652978
W2984472267,W2951506174
W2884436604,W1901129140
W2884436604,W1903029394
W2884436604,W2346062110
W2884436604,W2395611524
W2884436604,W2963150697
W2884436604,W2963446712
W2565277564,W1622878345
W2565277564,W1732240353
W2565277564,W2216357226
W2565277564,W2342540942
W2402144811,W2097117768
W2402144811,W2117539524
W2402144811,W2122465391
W2402144811,W2145339207
W2402144811,W2194775991
W2402144811,W2525778437
W2402144811,W2618530766
W2402144811,W2949117887
W2476548250,W1522734439
W2476548250,W1885185971
W2476548250,W1903029394
W2476548250,W2097117768
W2476548250,W2117539524
W1895577753,W1836465849
W1895577753,W1956340063
W1895577753,W2117539524
W1895577753,W2949117887
W1895577753,W2964308564
W2981731882,W1514535095
W2981731882,W1821462560
W2981731882,W1947481528
W2981731882,W2282821441
W2981731882,W2295107390
W2981731882,W2412247133
W2981731882,W2493343568
W2981731882,W2559655401
W2981731882,W2594633041
W2981731882,W2612690371
W2981731882,W2891503716
W2981731882,W2945976633
W2981731882,W2962858109
W2981731882,W2962862931
W2981731882,W2963095307
W2981731882,W2963703618
W2981731882,W4297957988
W2805983714,W1533942137
W2805983714,W2104549677
W2805983714,W2113699335
W2805983714,W2195783463
W2805983714,W2324862792
W2805983714,W2613603864
W2805983714,W2725988230
W2805983714,W2803072880
W603908379,W1514535095
W603908379,W1836465849
W3112376646,W2051978340
W3112376646,W2950595506
W3112376646,W3136918052
W3112376646,W4210702584
W1989277387,W1989277387
W1989277387,W2128601422
W2279098554,W1677182931
W2279098554,W2119144962
W2279098554,W2274287116
W2279098554,W2949117887
W2279098554,W2949650786
W2279098554,W2963881378
W3034971973,W1536680647
W3034971973,W2194775991
W3034971973,W2531409750
W3034971973,W2549139847
W3034971973,W2565639579
W3034971973,W2570343428
W3034971973,W2613718673
W3034971973,W2796347433
W3034971973,W2955425717
W3034971973,W2963150697
W3034971973,W2963351448
W3034971973,W2963857746
W3034971973,W2964241181
W3034971973,W2964309882
W3034971973,W2982083293
W3034971973,W2982770724
W3034971973,W3106250896
W3034971973,W4293584584
W3034971973,W639708223
W1689711448,W1947481528
W2955058313,W1901129140
W2955058313,W1903029394
W2955058313,W2340897893
W2955058313,W2412782625
W2955058313,W2560023338
W2955058313,W2630837129
W2955058313,W2804078698
W2955058313,W2963091558
W2955058313,W2963403868
W2955058313,W4385245566
W2964081807,W1836465849
W2964081807,W2097117768
W2964081807,W2183341477
W2964081807,W2194775991
W2964081807,W2274287116
W2964081807,W2302255633
W2964081807,W2531409750
W2964081807,W2549139847
W2964081807,W2565639579
W2964081807,W2604763608
W2964081807,W2612445135
W2964081807,W2613718673
W2964081807,W2736601468
W2964081807,W2752782242
W2964081807,W2753160622
W2964081807,W2949117887
W2964081807,W2963125010
W2964081807,W2963263347
W2964081807,W2963285578
W2964081807,W2963351448
W2964081807,W2963420686
W2964081807,W2963446712
W2964081807,W2964350391
W2964081807,W3099206234
W2964081807,W4297775537
W2964081807,W639708223
W2945976633,W1731081199
W2945976633,W2493343568
W2945976633,W2963125461
W2582561810,W1686065478
W2582561810,W2303924600
W2173732482,W1767470961
W2593815020,W2321696461
W3095583226,W2224056471
W3095583226,W2898402099
W3095583226,W3136918052
W2982083293,W1821462560
W2982083293,W1903029394
W2982083293,W2117539524
W2982083293,W2274287116
W2982083293,W2279098554
W2982083293,W2300242332
W2982083293,W2340897893
W2982083293,W2412782625
W2982083293,W2560023338
W2982083293,W2612445135
W2982083293,W2630837129
W2982083293,W2752782242
W2982083293,W2951104886
W2982083293,W2963122961
W2982083293,W2963125010
W2982083293,W2963420686
W2982083293,W2964081807
W2982083293,W2964309882
W2982083293,W2964350391
W2982083293,W4297775537
W2756283300,W1568955415
W2756283300,W1622878345
W2756283300,W1732240353
W2756283300,W2216357226
W2756283300,W2264050319
W2756283300,W2565277564
W2973457155,W2734356283
W2973457155,W2786390877
W3015197879,W3004318991
W3015197879,W3006659024
W3015197879,W3007643904
W3015197879,W3009090768
W3015197879,W3009912996
W2964043796,W1191599655
W2964043796,W1771410628
W2964043796,W2145339207
W2964043796,W2155968351
W2964043796,W2173564293
W2510875395,W1973094248
W2510875395,W2102278945
W2510875395,W2104005232
W2510875395,W2146512944
W2115709314,W1556631438
W2605350416,W2194775991
W2605350416,W2475334473
W2762087180,W2265062179
W2762087180,W2549188196
W2601564443,W1536680647
W2601564443,W1903029394
W2601564443,W2194775991
W2601564443,W2274287116
W2601564443,W2340897893
W2601564443,W2412782625
W2601564443,W2565639579
W2601564443,W2613718673
W2601564443,W2963037989
W2601564443,W2963840672
W2601564443,W2964350391
W2601564443,W3106250896
W2601564443,W603908379
W2601564443,W639708223
W2464708700,W1901129140
W2464708700,W1903029394
W2464708700,W2183341477
W2464708700,W2949117887
W2475287302,W1903029394
W2475287302,W1905829557
W2475287302,W2117539524
W2475287302,W2331128040
W2475287302,W2603777577
W2475287302,W2949117887
W3101998545,W1677182931
W3101998545,W1834627138
W2580035316,W2529052661
W2964241181,W1536680647
W2964241181,W2109255472
W2964241181,W2194775991
W2964241181,W2565639579
W2964241181,W2601564443
W2964241181,W2613718673
W2964241181,W2963037989
W2964241181,W2963150697
W2964241181,W2963351448
W2964241181,W3106250896
W2964241181,W639708223
W2256742438,W2179036997
W2969985801,W1836465849
